x "u(x, 0.2)"
# Parameters{boundary_condition_0=1.000000000000000000000;boundary_condition_1=-1.000000000000000000000;diffusivity=1.000000000000000000000;space_max=15.707963267948966000000;space_points=100;time_max=5.000000000000000000000;time_points=1001;};
# time=0.200000;time_point=40;
# space;temperature;
0.000000000000000000000 1.000000000000000000000
0.158666295635848140000 0.928716812573875060000
0.317332591271696270000 0.854326771382658560000
0.475998886907544380000 0.774088246270210780000
0.634665182543392550000 0.685931539774643830000
0.793331478179240770000 0.588663844197149460000
0.951997773815088770000 0.482054090508447330000
1.110664069450936900000 0.366805163846090850000
1.269330365086785100000 0.244439949187552460000
1.427996660722633300000 0.117135834478041910000
1.586662956358481500000 -0.012459792229483332000
1.745329251994329500000 -0.141409101149305110000
1.903995547630177500000 -0.266644940917127700000
2.062661843266025800000 -0.385108815883503260000
2.221328138901873700000 -0.493866524654307190000
2.379994434537722200000 -0.590204574305541740000
2.538660730173570200000 -0.671710596988538520000
2.697327025809418200000 -0.736340063626606530000
2.855993321445266600000 -0.782470469494297440000
3.014659617081114600000 -0.808943303764541930000
3.173325912716963100000 -0.815093633808515290000
3.331992208352811100000 -0.800766986504581780000
3.490658503988659100000 -0.766323289267724750000
3.649324799624507500000 -0.712627846945403380000
3.807991095260355100000 -0.641029609016973700000
3.966657390896203100000 -0.553327282493513370000
4.125323686532051500000 -0.451724144776294800000
4.283989982167899900000 -0.338772692517851190000
4.442656277803747500000 -0.217310517251021020000
4.601322573439595900000 -0.090389018786208114000
4.759988869075444400000 0.038803252733417587000
4.918655164711291900000 0.167020700298438660000
5.077321460347140400000 0.291042216643869260000
5.235987755982987900000 0.407752105623034600000
5.394654051618836400000 0.514218355419868930000
5.553320347254683900000 0.607766297202562370000
5.711986642890533300000 0.686045798749461920000
5.870652938526380800000 0.747090304993993540000
6.029319234162229300000 0.789366242258893070000
6.187985529798076800000 0.811811545035572070000
6.346651825433926100000 0.813862337430290790000
6.505318121069773700000 0.795467098979905970000
6.663984416705622100000 0.757087958960416700000
6.822650712341469700000 0.699689086672400930000
6.981317007977318100000 0.624712469365177100000
7.139983303613165700000 0.534041686312072270000
7.298649599249015000000 0.429954589112543360000
7.457315894884862600000 0.315066076997138900000
7.615982190520710100000 0.192262404746828820000
7.774648486156558600000 0.064628673557780666000
7.933314781792406100000 -0.064628673557779986000
8.091981077428254600000 -0.192262404746828180000
8.250647373064103000000 -0.315066076997138290000
8.409313668699951400000 -0.429954589112542810000
8.567979964335799900000 -0.534041686312071830000
8.726646259971648300000 -0.624712469365176770000
8.885312555607495000000 -0.699689086672400600000
9.043978851243343400000 -0.757087958960416470000
9.202645146879191900000 -0.795467098979905860000
9.361311442515040300000 -0.813862337430290790000
9.519977738150888800000 -0.811811545035572180000
9.678644033786737200000 -0.789366242258893290000
9.837310329422583900000 -0.747090304993993870000
9.995976625058432300000 -0.686045798749462480000
10.154642920694281000000 -0.607766297202563030000
10.313309216330129000000 -0.514218355419869600000
10.471975511965976000000 -0.407752105623035430000
10.630641807601824000000 -0.291042216643870090000
10.789308103237673000000 -0.167020700298439520000
10.947974398873523000000 -0.038803252733418406000
11.106640694509368000000 0.090389018786207365000
11.265306990145218000000 0.217310517251020320000
11.423973285781067000000 0.338772692517850580000
11.582639581416915000000 0.451724144776294300000
11.741305877052762000000 0.553327282493513040000
11.899972172688610000000 0.641029609016973370000
12.058638468324459000000 0.712627846945403150000
12.217304763960307000000 0.766323289267724640000
12.375971059596154000000 0.800766986504581780000
12.534637355232002000000 0.815093633808515410000
12.693303650867852000000 0.808943303764542150000
12.851969946503697000000 0.782470469494297770000
13.010636242139547000000 0.736340063626606870000
13.169302537775396000000 0.671710596988538970000
13.327968833411244000000 0.590204574305542300000
13.486635129047091000000 0.493866524654307750000
13.645301424682939000000 0.385108815883503820000
13.803967720318788000000 0.266644940917128260000
13.962634015954636000000 0.141409101149305660000
14.121300311590483000000 0.012459792229483865000
14.279966607226331000000 -0.117135834478041390000
14.438632902862182000000 -0.244439949187551990000
14.597299198498030000000 -0.366805163846090470000
14.755965494133877000000 -0.482054090508447000000
14.914631789769725000000 -0.588663844197149230000
15.073298085405574000000 -0.685931539774643720000
15.231964381041420000000 -0.774088246270210670000
15.390630676677269000000 -0.854326771382658450000
15.549296972313117000000 -0.928716812573875060000
15.707963267948966000000 -1.000000000000000000000
