x "u(x, 0)"
# Parameters{boundary_condition_0=1.000000;boundary_condition_1=-1.000000;diffusivity=1.000000;space_max=15.707963;space_points=100;time_max=5.000000;time_points=1001;};
# time=0.000000;time_point=0;
# space;temperature;
0.000000000000000000000 1.000000000000000000000
0.158666295635848140000 0.987438888676394290000
0.317332591271696270000 0.950071117740945440000
0.475998886907544380000 0.888835448654923480000
0.634665182543392550000 0.805270257531058740000
0.793331478179240770000 0.701474887706321160000
0.951997773815088770000 0.580056909571198260000
1.110664069450936900000 0.444066612605774290000
1.269330365086785100000 0.296920375328275200000
1.427996660722633300000 0.142314838273285170000
1.586662956358481500000 -0.015865963834808192000
1.745329251994329500000 -0.173648177666930030000
1.903995547630177500000 -0.327067963317421610000
2.062661843266025800000 -0.472271074772682540000
2.221328138901873700000 -0.605609687137666390000
2.379994434537722200000 -0.723734038105070200000
2.538660730173570200000 -0.823676581429832470000
2.697327025809418200000 -0.902926538286621060000
2.855993321445266600000 -0.959492973614497370000
3.014659617081114600000 -0.991954812830795340000
3.173325912716963100000 -0.999496542383185080000
3.331992208352811100000 -0.981928697262706710000
3.490658503988659100000 -0.939692620785908540000
3.649324799624507500000 -0.873849377069785050000
3.807991095260355100000 -0.786053094742787510000
3.966657390896203100000 -0.678509411557132620000
4.125323686532051500000 -0.553920063866110480000
4.283989982167899900000 -0.415415013001886440000
4.442656277803747500000 -0.266473813690035530000
4.601322573439595900000 -0.110838199901011280000
4.759988869075444400000 0.047581915823742320000
4.918655164711291900000 0.204806668065190130000
5.077321460347140400000 0.356886221591871610000
5.235987755982987900000 0.499999999999999280000
5.394654051618836400000 0.630552667084522070000
5.553320347254683900000 0.745264449675753890000
5.711986642890533300000 0.841253532831181210000
5.870652938526380800000 0.916108457432069370000
6.029319234162229300000 0.967948701396356250000
6.187985529798076800000 0.995471922573084480000
6.346651825433926100000 0.997986676471884330000
6.505318121069773700000 0.975429786885407050000
6.663984416705622100000 0.928367933016072570000
6.822650712341469700000 0.857983413234977730000
6.981317007977318100000 0.766044443118977570000
7.139983303613165700000 0.654860733945285660000
7.298649599249015000000 0.527225467610501370000
7.457315894884862600000 0.386345125693128840000
7.615982190520710100000 0.235758935509428890000
7.774648486156558600000 0.079249956856788081000
7.933314781792406100000 -0.079249956856787346000
8.091981077428254600000 -0.235758935509426450000
8.250647373064103000000 -0.386345125693128180000
8.409313668699951400000 -0.527225467610502260000
8.567979964335799900000 -0.654860733945285100000
8.726646259971648300000 -0.766044443118978240000
8.885312555607495000000 -0.857983413234976510000
9.043978851243343400000 -0.928367933016072340000
9.202645146879191900000 -0.975429786885406940000
9.361311442515040300000 -0.997986676471884330000
9.519977738150888800000 -0.995471922573084590000
9.678644033786737200000 -0.967948701396356140000
9.837310329422583900000 -0.916108457432070030000
9.995976625058432300000 -0.841253532831181540000
10.154642920694281000000 -0.745264449675755000000
10.313309216330129000000 -0.630552667084522620000
10.471975511965976000000 -0.500000000000001440000
10.630641807601824000000 -0.356886221591873110000
10.789308103237673000000 -0.204806668065191710000
10.947974398873523000000 -0.047581915823741279000
11.106640694509368000000 0.110838199901008790000
11.265306990145218000000 0.266473813690034870000
11.423973285781067000000 0.415415013001886550000
11.582639581416915000000 0.553920063866110590000
11.741305877052762000000 0.678509411557131400000
11.899972172688610000000 0.786053094742787060000
12.058638468324459000000 0.873849377069784720000
12.217304763960307000000 0.939692620785908320000
12.375971059596154000000 0.981928697262706370000
12.534637355232002000000 0.999496542383185080000
12.693303650867852000000 0.991954812830795230000
12.851969946503697000000 0.959492973614498150000
13.010636242139547000000 0.902926538286621390000
13.169302537775396000000 0.823676581429832800000
13.327968833411244000000 0.723734038105070090000
13.486635129047091000000 0.605609687137667720000
13.645301424682939000000 0.472271074772683600000
13.803967720318788000000 0.327067963317422330000
13.962634015954636000000 0.173648177666930750000
14.121300311590483000000 0.015865963834809812000
14.279966607226331000000 -0.142314838273283560000
14.438632902862182000000 -0.296920375328277030000
14.597299198498030000000 -0.444066612605774850000
14.755965494133877000000 -0.580056909571197600000
14.914631789769725000000 -0.701474887706319720000
15.073298085405574000000 -0.805270257531058520000
15.231964381041420000000 -0.888835448654922700000
15.390630676677269000000 -0.950071117740945550000
15.549296972313117000000 -0.987438888676394180000
15.707963267948966000000 -1.000000000000000000000
