x "u(x, 2.45)"
# Parameters{boundary_condition_0=1.000000000000000000000;boundary_condition_1=-1.000000000000000000000;diffusivity=1.000000000000000000000;space_max=15.707963267948966000000;space_points=100;time_max=5.000000000000000000000;time_points=1001;};
# time=2.450000;time_point=490;
# space;temperature;
0.000000000000000000000 1.000000000000000000000
0.158666295635848140000 0.927476908486936760000
0.317332591271696270000 0.855354635083419250000
0.475998886907544380000 0.784031060868360500000
0.634665182543392550000 0.713898159472368230000
0.793331478179240770000 0.645338963403258910000
0.951997773815088770000 0.578724444097621800000
1.110664069450936900000 0.514410292514281830000
1.269330365086785100000 0.452733599387756420000
1.427996660722633300000 0.394009448388673300000
1.586662956358481500000 0.338527450650128510000
1.745329251994329500000 0.286548264605138330000
1.903995547630177500000 0.238300160004447560000
2.062661843266025800000 0.193975698521754250000
2.221328138901873700000 0.153728614731036240000
2.379994434537722200000 0.117670989770297270000
2.538660730173570200000 0.085870815117315785000
2.697327025809418200000 0.058350045168640993000
2.855993321445266600000 0.035083234468011280000
3.014659617081114600000 0.015996848383120519000
3.173325912716963100000 0.000969324866250992630
3.331992208352811100000 -0.010168050085620068000
3.490658503988659100000 -0.017629409109914930000
3.649324799624507500000 -0.021671689457126511000
3.807991095260355100000 -0.022591138930042103000
3.966657390896203100000 -0.020718967341528092000
4.125323686532051500000 -0.016416194496646518000
4.283989982167899900000 -0.010067770826853761000
4.442656277803747500000 -0.002076070725698316700
4.601322573439595900000 0.007146119483893741300
4.759988869075444400000 0.017182977958039216000
4.918655164711291900000 0.027623231565523317000
5.077321460347140400000 0.038067779916902210000
5.235987755982987900000 0.048137184201230948000
5.394654051618836400000 0.057478843703661936000
5.553320347254683900000 0.065773685703138338000
5.711986642890533300000 0.072742202230636294000
5.870652938526380800000 0.078149679742163081000
6.029319234162229300000 0.081810484818100229000
6.187985529798076800000 0.083591290097659768000
6.346651825433926100000 0.083413149230411043000
6.505318121069773700000 0.081252357010454052000
6.663984416705622100000 0.077140060306134572000
6.822650712341469700000 0.071160616103835672000
6.981317007977318100000 0.063448724107932772000
7.139983303613165700000 0.054185392029145067000
7.298649599249015000000 0.043592821111949266000
7.457315894884862600000 0.031928326796320169000
7.615982190520710100000 0.019477433935688855000
7.774648486156558600000 0.006546307035494087200
7.933314781792406100000 -0.006546307035494158300
8.091981077428254600000 -0.019477433935688928000
8.250647373064103000000 -0.031928326796320246000
8.409313668699951400000 -0.043592821111949349000
8.567979964335799900000 -0.054185392029145150000
8.726646259971648300000 -0.063448724107932855000
8.885312555607495000000 -0.071160616103835755000
9.043978851243343400000 -0.077140060306134670000
9.202645146879191900000 -0.081252357010454163000
9.361311442515040300000 -0.083413149230411168000
9.519977738150888800000 -0.083591290097659907000
9.678644033786737200000 -0.081810484818100368000
9.837310329422583900000 -0.078149679742163219000
9.995976625058432300000 -0.072742202230636432000
10.154642920694281000000 -0.065773685703138463000
10.313309216330129000000 -0.057478843703662075000
10.471975511965976000000 -0.048137184201231094000
10.630641807601824000000 -0.038067779916902356000
10.789308103237673000000 -0.027623231565523459000
10.947974398873523000000 -0.017182977958039348000
11.106640694509368000000 -0.007146119483893867900
11.265306990145218000000 0.002076070725698197500
11.423973285781067000000 0.010067770826853650000
11.582639581416915000000 0.016416194496646417000
11.741305877052762000000 0.020718967341528002000
11.899972172688610000000 0.022591138930042023000
12.058638468324459000000 0.021671689457126445000
12.217304763960307000000 0.017629409109914874000
12.375971059596154000000 0.010168050085620026000
12.534637355232002000000 -0.000969324866251020600
12.693303650867852000000 -0.015996848383120533000
12.851969946503697000000 -0.035083234468011280000
13.010636242139547000000 -0.058350045168640979000
13.169302537775396000000 -0.085870815117315771000
13.327968833411244000000 -0.117670989770297250000
13.486635129047091000000 -0.153728614731036220000
13.645301424682939000000 -0.193975698521754200000
13.803967720318788000000 -0.238300160004447510000
13.962634015954636000000 -0.286548264605138270000
14.121300311590483000000 -0.338527450650128510000
14.279966607226331000000 -0.394009448388673300000
14.438632902862182000000 -0.452733599387756420000
14.597299198498030000000 -0.514410292514281830000
14.755965494133877000000 -0.578724444097621800000
14.914631789769725000000 -0.645338963403258910000
15.073298085405574000000 -0.713898159472368230000
15.231964381041420000000 -0.784031060868360500000
15.390630676677269000000 -0.855354635083419250000
15.549296972313117000000 -0.927476908486936760000
15.707963267948966000000 -1.000000000000000000000
